 Bank account or service, 400608, Problems caused by my funds being low, 
 Credit reporting, 397339, Incorrect information on credit report, 
 Credit reporting, 397338, Incorrect information on credit report, 
 Credit card, 399435, Bankruptcy, 
 Credit reporting, 397341, Incorrect information on credit report, 
 Credit reporting, 397340, Incorrect information on credit report, 
 Credit card, 397623, Billing disputes, 
 Credit card, 396979, Late fee, 
 Credit reporting, 397834, Incorrect information on credit report, 
 Credit reporting, 396723, Unable to get credit report/credit score, 
 Mortgage, 397093, Credit decision / Underwriting, 
 Credit card, 393534, Other, 
 Credit reporting, 394005, Incorrect information on credit report, 
 Credit card, 394057, Closing/Cancelling account, 
 Credit card, 391560, Other, 
 Credit card, 391607, Other, 
 Credit card, 390053, Credit line increase/decrease, 
 Credit card, 387119, Identity theft / Fraud / Embezzlement, 
 Credit card, 387542, Late fee, 
 Consumer loan, 385912, Account terms and changes, 
 Credit card, 385925, Collection practices, 
 Credit reporting, 385179, Unable to get credit report/credit score, 
 Mortgage, 384659, Other, 
 Credit card, 384687, Other, 
 Student loan, 383972, Getting a loan, 
 Credit reporting, 384325, Incorrect information on credit report, 
 Mortgage, 382821, Settlement process and costs, 
 Credit card, 382862, Closing/Cancelling account, 
 Credit card, 382932, Collection practices, 
 Consumer loan, 381004, Managing the line of credit, 
 Credit card, 381146, Billing disputes, 
 Credit card, 381144, Billing disputes, 
 Bank account or service, 381761, Deposits and withdrawals, 
 Mortgage, 380445, Credit decision / Underwriting, 
 Credit card, 381147, Billing disputes, 
 Credit card, 380138, APR or interest rate, 
 Credit card, 380271, Payoff process, 
 Credit reporting, 378797, Incorrect information on credit report, 
 Credit card, 377516, Collection practices, 
 Credit card, 377795, Other, 
 Student loan, 376156, Repaying your loan, 
 Credit card, 376552, Arbitration, 
 Credit card, 375937, Rewards, 
 Mortgage, 375794, Settlement process and costs, 
 Credit reporting, 375414, Credit reporting company's investigation, 
 Credit reporting, 375657, Incorrect information on credit report, 
 Credit reporting, 375658, Incorrect information on credit report, 
 Credit card, 373676, Credit reporting, 
 Credit card, 373757, Credit reporting, 
 Credit card, 371557, APR or interest rate, 
 Credit card, 372677, Other, 
 Credit card, 370783, Collection practices, 
 Credit card, 370839, Other, 
 Credit card, 371185, APR or interest rate, 
 Student loan, 370060, Repaying your loan, 
 Credit reporting, 369410, Incorrect information on credit report, 
 Credit reporting, 369409, Incorrect information on credit report, 
 Credit card, 368938, Collection debt dispute, 
 Credit card, 369036, Billing disputes, 
 Bank account or service, 369782, Problems caused by my funds being low, 
 Bank account or service, 369986, Using a debit or ATM card, 
 Credit reporting, 367643, Incorrect information on credit report, 
 Credit card, 368076, Credit determination, 
 Student loan, 368906, Problems when you are unable to pay, 
 Credit reporting, 365507, Incorrect information on credit report, 
 Bank account or service, 366863, Problems caused by my funds being low, 
 Credit card, 365916, Billing disputes, 
 Credit reporting, 367477, Incorrect information on credit report, 
 Credit card, 364564, Other, 
 Credit card, 366363, Payoff process, 
 Bank account or service, 366144, Deposits and withdrawals, 
 Credit card, 365913, Billing disputes, 
 Credit card, 365911, Billing disputes, 
 Credit card, 365914, Billing disputes, 
 Mortgage, 366082, Credit decision / Underwriting, 
 Credit card, 364202, Identity theft / Fraud / Embezzlement, 
 Credit reporting, 364892, Incorrect information on credit report, 
 Bank account or service, 365300, Problems caused by my funds being low, 
 Credit reporting, 361468, Incorrect information on credit report, 
 Credit card, 358686, Other fee, 
 Credit card, 360168, Billing disputes, 
 Credit card, 359009, Billing disputes, 
 Bank account or service, 360416, Deposits and withdrawals, 
 Credit card, 358451, Credit reporting, 
 Credit reporting, 358001, Incorrect information on credit report, 
 Credit reporting, 358002, Incorrect information on credit report, 
 Student loan, 357191, Problems when you are unable to pay, 
 Credit card, 354594, Credit reporting, 
 Credit reporting, 355156, Incorrect information on credit report, 
 Credit card, 352412, Billing disputes, 
 Credit card, 350342, Transaction issue, 
 Credit reporting, 349339, Improper use of my credit report, 
 Bank account or service, 349372, Deposits and withdrawals, 
 Credit reporting, 348780, Incorrect information on credit report, 
 Credit reporting, 348779, Incorrect information on credit report, 
 Bank account or service, 346350, Using a debit or ATM card, 
 Bank account or service, 347342, Deposits and withdrawals, 
 Bank account or service, 346168, Using a debit or ATM card, 
 Credit card, 346118, Identity theft / Fraud / Embezzlement, 
 Bank account or service, 342988, Problems caused by my funds being low, 
 Credit reporting, 343109, Incorrect information on credit report, 
 Bank account or service, 344022, Deposits and withdrawals, 
 Credit card, 342838, Billing disputes, 
 Credit card, 341004, Billing disputes, 
 Credit card, 341007, Billing disputes, 
 Credit card, 341005, Billing disputes, 
 Credit card, 341006, Billing disputes, 
 Bank account or service, 339038, Deposits and withdrawals, 
 Credit card, 340011, Credit reporting, 
 Credit card, 339962, Credit determination, 
 Credit card, 338691, Overlimit fee, 
 Consumer loan, 339511, Managing the loan or lease, 
 Credit card, 339570, Other, 
 Credit card, 332386, Billing disputes, 
 Credit reporting, 330875, Incorrect information on credit report, 
 Credit card, 331433, APR or interest rate, 
 Credit card, 329150, Credit reporting, 
 Student loan, 326313, Repaying your loan, 
 Credit card, 325126, Late fee, 
 Credit reporting, 322742, Incorrect information on credit report, 
 Consumer loan, 323207, Shopping for a loan or lease, 
 Credit card, 323822, Billing disputes, 
 Credit card, 324349, Advertising and marketing, 
 Credit reporting, 324380, Credit reporting company's investigation, 
 Credit card, 319563, Credit reporting, 
 Credit reporting, 320086, Incorrect information on credit report, 
 Bank account or service, 316463, Problems caused by my funds being low, 
 Credit reporting, 314678, Incorrect information on credit report, 
 Credit reporting, 314725, Incorrect information on credit report, 
 Credit reporting, 313946, Incorrect information on credit report, 
 Bank account or service, 312593, Problems caused by my funds being low, 
 Mortgage, 313848, Settlement process and costs, 
 Credit card, 312776, Billing disputes, 
 Credit reporting, 313828, Incorrect information on credit report, 
 Credit card, 313868, Late fee, 
 Credit reporting, 313650, Credit reporting company's investigation, 
 Credit card, 313252, APR or interest rate, 
 Bank account or service, 312505, Problems caused by my funds being low, 
 Credit card, 312473, Billing disputes, 
 Credit card, 312883, Billing disputes, 
 Bank account or service, 311599, Deposits and withdrawals, 
 Bank account or service, 312327, Using a debit or ATM card, 
 Credit card, 306753, APR or interest rate, 
 Credit card, 300529, Sale of account, 
 Credit card, 294839, Balance transfer, 
 Bank account or service, 285981, Deposits and withdrawals, 
 Credit reporting, 285696, Incorrect information on credit report, 
 Consumer loan, 286920, Managing the loan or lease, 
 Student loan, 283749, Repaying your loan, 
 Credit card, 280194, Late fee, 
 Student loan, 280429, Problems when you are unable to pay, 
 Student loan, 268607, Repaying your loan, 
 Student loan, 268606, Repaying your loan, 
 Credit reporting, 268649, Improper use of my credit report, 
 Bank account or service, 271850, Deposits and withdrawals, 
 Mortgage, 270663, Credit decision / Underwriting, 
 Credit reporting, 265289, Incorrect information on credit report, 
 Bank account or service, 265162, Problems caused by my funds being low, 
 Credit card, 264536, Rewards, 
 Student loan, 257067, Problems when you are unable to pay, 
 Consumer loan, 251591, Account terms and changes, 
 Credit reporting, 249391, Credit reporting company's investigation, 
 Bank account or service, 249298, Deposits and withdrawals, 
 Credit reporting, 249254, Credit reporting company's investigation, 
 Bank account or service, 249159, Problems caused by my funds being low, 
 Credit card, 245738, Collection practices, 
 Mortgage, 244942, Settlement process and costs, 
 Mortgage, 242767, Credit decision / Underwriting, 
 Bank account or service, 237468, Problems caused by my funds being low, 
 Mortgage, 231673, Settlement process and costs, 
 Credit card, 230451, Transaction issue, 
 Student loan, 229574, Problems when you are unable to pay, 
 Credit card, 229219, Other, 
 Bank account or service, 226669, Problems caused by my funds being low, 
 Credit reporting, 226122, Incorrect information on credit report, 
 Consumer loan, 226362, Account terms and changes, 
 Bank account or service, 225511, Problems caused by my funds being low, 
 Credit reporting, 225973, Incorrect information on credit report, 
 Credit reporting, 225972, Incorrect information on credit report, 
 Credit reporting, 225971, Incorrect information on credit report, 
 Credit card, 223646, Billing disputes, 
 Consumer loan, 222917, Taking out the loan or lease, 
 Consumer loan, 222854, Problems when you are unable to pay, 
 Bank account or service, 222871, Deposits and withdrawals, 
 Credit card, 221611, Balance transfer, 
 Credit card, 221723, Other, 
 Bank account or service, 219205, Deposits and withdrawals, 
 Credit card, 218838, Advertising and marketing, 
 Credit card, 217953, Closing/Cancelling account, 
 Credit card, 218241, Identity theft / Fraud / Embezzlement, 
 Credit card, 217380, Transaction issue, 
 Consumer loan, 217285, Problems when you are unable to pay, 
 Credit reporting, 217305, Incorrect information on credit report, 
 Credit card, 217256, Advertising and marketing, 
 Bank account or service, 217074, Deposits and withdrawals, 
 Student loan, 216530, Repaying your loan, 
 Bank account or service, 216619, Deposits and withdrawals, 
 Bank account or service, 214188, Using a debit or ATM card, 
 Student loan, 210712, Getting a loan, 
 Consumer loan, 210471, Managing the line of credit, 
 Bank account or service, 208980, Deposits and withdrawals, 
 Bank account or service, 209062, Problems caused by my funds being low, 
 Credit card, 209291, Billing disputes, 
 Student loan, 207693, Repaying your loan, 
 Student loan, 207966, Repaying your loan, 
 Credit card, 206647, Credit determination, 
 Credit reporting, 205565, Incorrect information on credit report, 
 Credit card, 205029, Credit reporting, 
 Student loan, 205095, Repaying your loan, 
 Credit card, 204909, Billing disputes, 
 Bank account or service, 203987, Problems caused by my funds being low, 
 Mortgage, 204664, Credit decision / Underwriting, 
 Mortgage, 203164, Credit decision / Underwriting, 
 Bank account or service, 203242, Deposits and withdrawals, 
 Credit card, 202843, Collection debt dispute, 
 Credit card, 203055, APR or interest rate, 
 Bank account or service, 201787, Problems caused by my funds being low, 
 Credit card, 201095, Privacy, 
 Credit card, 199850, Billing statement, 
 Consumer loan, 199380, Managing the loan or lease, 
 Credit card, 197806, Collection debt dispute, 
 Mortgage, 197823, Settlement process and costs, 
 Bank account or service, 197142, Deposits and withdrawals, 
 Credit card, 197730, Balance transfer, 
 Credit card, 196637, Billing disputes, 
 Student loan, 195387, Repaying your loan, 
 Consumer loan, 195441, Problems when you are unable to pay, 
 Credit card, 192502, Application processing delay, 
 Credit card, 192690, Billing disputes, 
 Credit card, 192894, Rewards, 
 Bank account or service, 192367, Problems caused by my funds being low, 
 Credit reporting, 191857, Incorrect information on credit report, 
 Credit card, 190996, APR or interest rate, 
 Credit card, 190535, Credit line increase/decrease, 
 Bank account or service, 190859, Deposits and withdrawals, 
 Bank account or service, 190007, Problems caused by my funds being low, 
 Credit card, 190079, Credit card protection / Debt protection, 
 Mortgage, 188811, Settlement process and costs, 
 Mortgage, 188760, Settlement process and costs, 
 Bank account or service, 188635, Problems caused by my funds being low, 
 Mortgage, 187612, Settlement process and costs, 
 Student loan, 187799, Problems when you are unable to pay, 
 Bank account or service, 187918, Deposits and withdrawals, 
 Consumer loan, 186098, Taking out the loan or lease, 
 Credit reporting, 185263, Improper use of my credit report, 
 Credit reporting, 185262, Incorrect information on credit report, 
 Consumer loan, 185357, Managing the loan or lease, 
 Student loan, 184557, Problems when you are unable to pay, 
 Credit card, 182259, Credit reporting, 
 Credit card, 182600, Closing/Cancelling account, 
 Credit reporting, 178743, Incorrect information on credit report, 
 Bank account or service, 177995, Deposits and withdrawals, 
 Student loan, 178037, Repaying your loan, 
 Bank account or service, 178494, Deposits and withdrawals, 
 Bank account or service, 178495, Problems caused by my funds being low, 
 Consumer loan, 177767, Managing the loan or lease, 
 Credit reporting, 177157, Incorrect information on credit report, 
 Consumer loan, 175723, Managing the loan or lease, 
 Credit card, 175869, Collection practices, 
 Bank account or service, 176084, Problems caused by my funds being low, 
 Credit card, 175632, Billing disputes, 
 Student loan, 175103, Problems when you are unable to pay, 
 Credit card, 175041, Billing disputes, 
 Credit card, 174806, Identity theft / Fraud / Embezzlement, 
 Mortgage, 174890, Settlement process and costs, 
 Student loan, 173821, Repaying your loan, 
 Mortgage, 173900, Credit decision / Underwriting, 
 Bank account or service, 173979, Deposits and withdrawals, 
 Credit card, 173263, Other, 
 Bank account or service, 173302, Problems caused by my funds being low, 
 Bank account or service, 171908, Deposits and withdrawals, 
 Credit card, 172267, Identity theft / Fraud / Embezzlement, 
 Student loan, 171438, Repaying your loan, 
 Credit card, 171637, Billing disputes, 
 Consumer loan, 171711, Problems when you are unable to pay, 
 Credit card, 171177, Collection debt dispute, 
 Credit card, 171826, Late fee, 
 Credit card, 169957, Collection practices, 
 Credit card, 170896, Credit reporting, 
 Bank account or service, 169611, Deposits and withdrawals, 
 Credit card, 166650, Balance transfer, 
 Credit card, 167143, Billing statement, 
 Credit card, 164991, Privacy, 
 Bank account or service, 165055, Problems caused by my funds being low, 
 Bank account or service, 165065, Deposits and withdrawals, 
 Credit card, 165309, Collection practices, 
 Bank account or service, 164813, Deposits and withdrawals, 
 Mortgage, 164850, Settlement process and costs, 
 Credit card, 164595, Closing/Cancelling account, 
 Bank account or service, 164233, Using a debit or ATM card, 
 Bank account or service, 164236, Problems caused by my funds being low, 
 Credit card, 164254, Collection practices, 
 Student loan, 163928, Repaying your loan, 
 Credit card, 161406, Advertising and marketing, 
 Credit card, 161404, Credit card protection / Debt protection, 
 Credit card, 163829, Closing/Cancelling account, 
 Credit card, 159821, Billing disputes, 
 Student loan, 157678, Problems when you are unable to pay, 
 Credit card, 156809, Overlimit fee, 
 Credit card, 156267, Identity theft / Fraud / Embezzlement, 
 Credit card, 156281, Payoff process, 
 Bank account or service, 155282, Problems caused by my funds being low, 
 Student loan, 155049, Repaying your loan, 
 Bank account or service, 154199, Problems caused by my funds being low, 
 Credit card, 154380, Collection debt dispute, 
 Credit card, 154379, Collection debt dispute, 
 Student loan, 153447, Repaying your loan, 
 Bank account or service, 153381, Deposits and withdrawals, 
 Credit card, 152471, APR or interest rate, 
 Bank account or service, 151857, Deposits and withdrawals, 
 Credit card, 150609, Collection practices, 
 Credit card, 150741, Other fee, 
 Credit card, 150796, Billing disputes, 
 Credit card, 149598, APR or interest rate, 
 Credit card, 149633, Late fee, 
 Student loan, 148923, Repaying your loan, 
 Credit card, 148864, Advertising and marketing, 
 Bank account or service, 148589, Problems caused by my funds being low, 
 Credit card, 145690, Billing disputes, 
 Bank account or service, 145691, Deposits and withdrawals, 
 Credit card, 143705, Advertising and marketing, 
 Bank account or service, 142310, Problems caused by my funds being low, 
 Consumer loan, 141621, Managing the loan or lease, 
 Credit card, 141677, Closing/Cancelling account, 
 Consumer loan, 141116, Account terms and changes, 
 Student loan, 139254, Repaying your loan, 
 Student loan, 139255, Repaying your loan, 
 Student loan, 139257, Repaying your loan, 
 Student loan, 139256, Repaying your loan, 
 Bank account or service, 139340, Problems caused by my funds being low, 
 Credit card, 139441, Credit card protection / Debt protection, 
 Credit card, 138473, Forbearance / Workout plans, 
 Bank account or service, 138522, Deposits and withdrawals, 
 Credit card, 137977, Delinquent account, 
 Mortgage, 137880, Settlement process and costs, 
 Credit card, 137038, Billing disputes, 
 Mortgage, 137188, Credit decision / Underwriting, 
 Credit card, 136878, Collection debt dispute, 
 Credit card, 136879, Closing/Cancelling account, 
 Credit card, 136880, Delinquent account, 
 Student loan, 136969, Repaying your loan, 
 Consumer loan, 136372, Shopping for a line of credit, 
 Bank account or service, 136440, Problems caused by my funds being low, 
 Credit card, 135623, Closing/Cancelling account, 
 Consumer loan, 135792, Managing the loan or lease, 
 Credit card, 134979, APR or interest rate, 
 Credit card, 133204, Credit reporting, 
 Credit card, 133213, Payoff process, 
 Bank account or service, 130838, Problems caused by my funds being low, 
 Credit card, 131756, Late fee, 
 Student loan, 130948, Problems when you are unable to pay, 
 Bank account or service, 131824, Deposits and withdrawals, 
 Bank account or service, 131912, Deposits and withdrawals, 
 Credit card, 131962, Identity theft / Fraud / Embezzlement, 
 Bank account or service, 130163, Problems caused by my funds being low, 
 Bank account or service, 129426, Problems caused by my funds being low, 
 Credit card, 129451, APR or interest rate, 
 Bank account or service, 130130, Deposits and withdrawals, 
 Bank account or service, 130105, Using a debit or ATM card, 
 Mortgage, 130311, Settlement process and costs, 
 Credit card, 129036, Identity theft / Fraud / Embezzlement, 
 Credit card, 129037, Identity theft / Fraud / Embezzlement, 
 Credit card, 129038, Identity theft / Fraud / Embezzlement, 
 Credit card, 129185, Closing/Cancelling account, 
 Credit card, 127435, Closing/Cancelling account, 
 Credit card, 126572, Credit determination, 
 Credit card, 126665, Credit line increase/decrease, 
 Mortgage, 125398, Credit decision / Underwriting, 
 Bank account or service, 126008, Deposits and withdrawals, 
 Bank account or service, 124865, Deposits and withdrawals, 
 Credit card, 123722, Other, 
 Bank account or service, 124374, Problems caused by my funds being low, 
 Credit card, 123372, Billing disputes, 
 Credit card, 123415, Unsolicited issuance of credit card, 
 Credit card, 123419, Rewards, 
 Credit card, 123652, APR or interest rate, 
 Credit card, 122677, Billing disputes, 
 Student loan, 121784, Repaying your loan, 
 Bank account or service, 121352, Problems caused by my funds being low, 
 Credit card, 121500, Collection debt dispute, 
 Credit card, 121607, Closing/Cancelling account, 
 Credit card, 120556, Billing disputes, 
 Consumer loan, 120875, Managing the loan or lease, 
 Credit card, 120011, APR or interest rate, 
 Credit card, 120028, Other, 
 Credit card, 118089, Billing statement, 
 Mortgage, 118113, Settlement process and costs, 
 Mortgage, 118127, Settlement process and costs, 
 Student loan, 118286, Repaying your loan, 
 Credit card, 118335, APR or interest rate, 
 Bank account or service, 117932, Deposits and withdrawals, 
 Bank account or service, 116409, Deposits and withdrawals, 
 Bank account or service, 115528, Deposits and withdrawals, 
 Credit card, 115982, APR or interest rate, 
 Student loan, 116021, Repaying your loan, 
 Bank account or service, 113975, Problems caused by my funds being low, 
 Student loan, 114675, Repaying your loan, 
 Credit card, 115494, Forbearance / Workout plans, 
 Credit card, 114283, Closing/Cancelling account, 
 Credit card, 113189, Billing statement, 
 Bank account or service, 113407, Using a debit or ATM card, 
 Credit card, 110765, APR or interest rate, 
 Credit card, 111067, Balance transfer, 
 Student loan, 111159, Repaying your loan, 
 Bank account or service, 110387, Using a debit or ATM card, 
 Bank account or service, 110622, Using a debit or ATM card, 
 Mortgage, 109789, Other, 
 Consumer loan, 109863, Shopping for a loan or lease, 
 Consumer loan, 109066, Managing the loan or lease, 
 Student loan, 109077, Problems when you are unable to pay, 
 Credit card, 109117, Billing disputes, 
 Bank account or service, 108499, Deposits and withdrawals, 
 Credit card, 107609, Other, 
 Credit card, 107709, APR or interest rate, 
 Credit card, 107755, APR or interest rate, 
 Credit card, 106801, Cash advance fee, 
 Bank account or service, 106813, Problems caused by my funds being low, 
 Credit card, 106900, Billing disputes, 
 Credit card, 106904, Billing disputes, 
 Bank account or service, 106928, Problems caused by my funds being low, 
 Student loan, 107212, Repaying your loan, 
 Bank account or service, 106068, Deposits and withdrawals, 
 Credit card, 106178, Collection practices, 
 Credit card, 104806, Late fee, 
 Credit card, 104956, APR or interest rate, 
 Bank account or service, 105147, Deposits and withdrawals, 
 Credit card, 105168, Advertising and marketing, 
 Credit card, 104248, APR or interest rate, 
 Credit card, 104360, APR or interest rate, 
 Credit card, 104469, Forbearance / Workout plans, 
 Credit card, 104740, APR or interest rate, 
 Credit card, 104745, Collection debt dispute, 
 Credit card, 103406, Other fee, 
 Student loan, 101907, Repaying your loan, 
 Student loan, 101947, Repaying your loan, 
 Student loan, 102410, Problems when you are unable to pay, 
 Student loan, 102452, Repaying your loan, 
 Student loan, 102457, Repaying your loan, 
 Credit card, 101383, Billing disputes, 
 Credit card, 101549, Closing/Cancelling account, 
 Student loan, 101799, Repaying your loan, 
 Mortgage, 102006, Credit decision / Underwriting, 
 Consumer loan, 100561, Account terms and changes, 
 Mortgage, 100702, Other, 
 Credit card, 99229, Identity theft / Fraud / Embezzlement, 
 Credit card, 97904, Billing disputes, 
 Credit card, 96876, Billing disputes, 
 Mortgage, 97176, Other, 
 Consumer loan, 97444, Shopping for a loan or lease, 
 Consumer loan, 94391, Shopping for a loan or lease, 
 Bank account or service, 94636, Deposits and withdrawals, 
 Mortgage, 94887, Other, 
 Credit card, 94933, Balance transfer, 
 Bank account or service, 95445, Deposits and withdrawals, 
 Bank account or service, 90558, Problems caused by my funds being low, 
 Credit card, 91362, Payoff process, 
 Bank account or service, 91660, Problems caused by my funds being low, 
 Bank account or service, 90444, Deposits and withdrawals, 
 Mortgage, 90772, Credit decision / Underwriting, 
 Credit card, 88544, APR or interest rate, 
 Credit card, 88976, Rewards, 
 Credit card, 89135, Closing/Cancelling account, 
 Credit card, 89377, Rewards, 
 Credit card, 87094, Identity theft / Fraud / Embezzlement, 
 Credit card, 87095, Identity theft / Fraud / Embezzlement, 
 Bank account or service, 87573, Deposits and withdrawals, 
 Consumer loan, 87059, Managing the loan or lease, 
 Bank account or service, 1348, Deposits and withdrawals, 
 Bank account or service, 1666, Deposits and withdrawals, 
 Bank account or service, 943, Deposits and withdrawals, 
 Consumer loan, 81017, Managing the loan or lease, 
 Credit card, 81077, Credit determination, 
 Credit card, 82726, Credit line increase/decrease, 
 Credit card, 38850, Payoff process, 
 Credit card, 80394, Billing disputes, 
 Credit card, 80540, Billing disputes, 
 Credit card, 78811, Billing disputes, 
 Credit card, 78932, APR or interest rate, 
 Credit card, 77908, Credit determination, 
 Bank account or service, 76819, Deposits and withdrawals, 
 Mortgage, 76759, Credit decision / Underwriting, 
 Credit card, 75358, Other, 
 Mortgage, 63805, Settlement process and costs, 
 Bank account or service, 73531, Deposits and withdrawals, 
 Bank account or service, 73677, Using a debit or ATM card, 
 Consumer loan, 72210, Managing the loan or lease, 
 Bank account or service, 71947, Deposits and withdrawals, 
 Credit card, 71990, Billing disputes, 
 Mortgage, 71886, Credit decision / Underwriting, 
 Credit card, 70928, Closing/Cancelling account, 
 Student loan, 71494, Repaying your loan, 
 Bank account or service, 71339, Using a debit or ATM card, 
 Bank account or service, 70713, Deposits and withdrawals, 
 Mortgage, 69113, Settlement process and costs, 
 Mortgage, 68875, Credit decision / Underwriting, 
 Mortgage, 45345, Settlement process and costs, 
 Credit card, 67786, Application processing delay, 
 Credit card, 66450, APR or interest rate, 
 Student loan, 67085, Problems when you are unable to pay, 
 Credit card, 65957, Credit determination, 
 Bank account or service, 66850, Problems caused by my funds being low, 
 Bank account or service, 63393, Problems caused by my funds being low, 
 Credit card, 62939, Billing disputes, 
 Credit card, 61871, Payoff process, 
 Student loan, 61981, Repaying your loan, 
 Consumer loan, 60022, Problems when you are unable to pay, 
 Credit card, 59212, APR or interest rate, 
 Bank account or service, 59834, Problems caused by my funds being low, 
 Mortgage, 58665, Settlement process and costs, 
 Bank account or service, 58147, Problems caused by my funds being low, 
 Mortgage, 58145, Credit decision / Underwriting, 
 Credit card, 57921, Balance transfer, 
 Bank account or service, 56435, Deposits and withdrawals, 
 Student loan, 57118, Repaying your loan, 
 Credit card, 55231, Collection debt dispute, 
 Credit card, 54309, APR or interest rate, 
 Student loan, 44891, Repaying your loan, 
 Student loan, 44474, Repaying your loan, 
 Student loan, 44475, Repaying your loan, 
 Mortgage, 43887, Settlement process and costs, 
 Student loan, 44222, Repaying your loan, 
 Consumer loan, 43835, Managing the loan or lease, 
 Credit card, 43292, Customer service / Customer relations, 
 Credit card, 84638, Identity theft / Fraud / Embezzlement, 
 Consumer loan, 42994, Managing the loan or lease, 
 Student loan, 42616, Repaying your loan, 
 Credit card, 42834, Payoff process, 
 Student loan, 42864, Repaying your loan, 
 Bank account or service, 42256, Problems caused by my funds being low, 
 Student loan, 41552, Repaying your loan, 
 Credit card, 40600, Billing statement, 
 Credit card, 40716, Credit reporting, 
 Consumer loan, 40597, Managing the loan or lease, 
 Bank account or service, 40419, Problems caused by my funds being low, 
 Consumer loan, 39946, Problems when you are unable to pay, 
 Bank account or service, 19655, Deposits and withdrawals, 
 Mortgage, 37845, Credit decision / Underwriting, 
 Consumer loan, 37954, Account terms and changes, 
 Bank account or service, 37573, Problems caused by my funds being low, 
 Credit card, 37625, APR or interest rate, 
 Credit card, 37684, Billing disputes, 
 Credit card, 17656, Credit card protection / Debt protection, 
 Bank account or service, 36134, Problems caused by my funds being low, 
 Consumer loan, 24538, Managing the loan or lease, 
 Bank account or service, 34726, Deposits and withdrawals, 
 Credit card, 33981, Billing disputes, 
 Credit card, 33319, Identity theft / Fraud / Embezzlement, 
 Student loan, 33313, Repaying your loan, 
 Credit card, 33516, Late fee, 
 Credit card, 32887, Identity theft / Fraud / Embezzlement, 
 Credit card, 32228, Billing disputes, 
 Student loan, 32380, Repaying your loan, 
 Credit card, 32498, APR or interest rate, 
 Credit card, 32704, Balance transfer, 
 Credit card, 31446, Credit reporting, 
 Bank account or service, 31447, Deposits and withdrawals, 
 Student loan, 31515, Repaying your loan, 
 Student loan, 31862, Repaying your loan, 
 Credit card, 30720, APR or interest rate, 
 Student loan, 30272, Repaying your loan, 
 Bank account or service, 30038, Problems caused by my funds being low, 
 Student loan, 30299, Problems when you are unable to pay, 
 Bank account or service, 30628, Deposits and withdrawals, 
 Bank account or service, 29873, Problems caused by my funds being low, 
 Bank account or service, 28834, Problems caused by my funds being low, 
 Credit card, 28349, Late fee, 
 Credit card, 19874, Identity theft / Fraud / Embezzlement, 
 Credit card, 27890, Credit card protection / Debt protection, 
 Credit card, 28021, Credit determination, 
 Credit card, 28140, Cash advance fee, 
 Mortgage, 26862, Credit decision / Underwriting, 
 Credit card, 26690, Billing statement, 
 Credit card, 25980, Billing disputes, 
 Credit card, 26410, Transaction issue, 
 Credit card, 25670, Closing/Cancelling account, 
 Credit card, 24384, Billing disputes, 
 Credit card, 24389, Advertising and marketing, 
 Credit card, 23855, Collection debt dispute, 
 Credit card, 23006, Payoff process, 
 Credit card, 22043, Closing/Cancelling account, 
 Credit card, 19873, Identity theft / Fraud / Embezzlement, 
 Credit card, 21778, Identity theft / Fraud / Embezzlement, 
 Credit card, 19867, Overlimit fee, 
 Credit card, 19872, Identity theft / Fraud / Embezzlement, 
 Credit card, 19961, Collection practices, 
 Credit card, 20948, Credit reporting, 
 Credit card, 19438, Identity theft / Fraud / Embezzlement, 
 Credit card, 19654, Credit reporting, 
 Mortgage, 19002, Settlement process and costs, 
 Credit card, 18534, Credit line increase/decrease, 
 Credit card, 18091, Transaction issue, 
 Credit card, 8112, Identity theft / Fraud / Embezzlement, 
 Credit card, 14416, Credit card protection / Debt protection, 
 Credit card, 13312, Other fee, 
 Mortgage, 11998, Settlement process and costs, 
 Credit card, 60644, Late fee, 
 Credit card, 9602, APR or interest rate, 
 Credit card, 9439, Closing/Cancelling account, 
 Mortgage, 9083, Settlement process and costs, 
 Credit card, 8110, Identity theft / Fraud / Embezzlement, 
 Credit card, 8086, Credit determination, 
 Credit card, 7960, Customer service / Customer relations, 
 Credit card, 7406, Rewards, 
 Credit card, 77128, Billing disputes, 
 Mortgage, 6779, Settlement process and costs, 
 Credit card, 6386, Credit determination, 
 Credit card, 5443, Other, 
 Credit card, 4773, Billing disputes, 
 Credit card, 5110, Rewards, 
 Credit card, 4567, Delinquent account, 
 Credit card, 85070, Billing disputes, 
 Mortgage, 4041, Credit decision / Underwriting, 
 Credit card, 3579, Late fee, 
 Credit card, 3732, Collection debt dispute, 
 Credit card, 3409, Bankruptcy, 
 Credit card, 2822, Credit card protection / Debt protection, 
 Credit card, 2839, Identity theft / Fraud / Embezzlement, 
 Credit card, 3144, Billing disputes, 
 Credit card, 2500, Credit reporting, 
 Credit card, 2651, APR or interest rate, 
 Credit card, 2283, Other, 
